"addon"
{
	"DOTA_GoodGuys"   								"Good Guys"
		"DOTA_Tooltip_ability_item_grand_magus_scepter_bonus_mana"			"+$mana"
		"DOTA_Tooltip_ability_item_grand_magus_scepter_cooldown_reduction"	"%COOLDOWNS REDUCTION"
		"DOTA_Tooltip_ability_item_ghost_staff"						"Ghost Staff"
		"DOTA_Tooltip_ability_item_ghost_staff_Description"			"Activated: Ethereal Walk - Increases all outgoing damage for a short period of time."
		"DOTA_Tooltip_ability_item_ghost_staff_Lore"				"Before there was time, before there was anything, there was nothing. And before there was nothing, there were staffs"	
		"DOTA_Tooltip_ability_item_ghost_staff_bonus_all_stats"		"+$all"
		"DOTA_Tooltip_ability_item_ghost_staff_bonus_health_regen"		"+$hp_regen"
		"DOTA_Tooltip_ability_item_ghost_staff_bonus_magical_armor"			"+$mana_regen"
		"DOTA_Tooltip_ability_item_ghost_staff_cast_range_bonus"			"+$cast_range"
		"DOTA_Tooltip_ability_item_ghost_staff_spell_amp"			"%SPELLS DAMAGE:"
		"DOTA_Tooltip_ability_item_ghost_staff_duration"			"DURATION:"
		"DOTA_Tooltip_ability_item_ghost_staff_active_damage"		"%Ethereal Walk BONUS DAMAGE:"
		"DOTA_TOOLTIP_ABILITY_item_sacred_staff_null" 						"Sacred Scepter"
		"DOTA_TOOLTIP_ABILITY_item_sacred_staff_null_Description" 			"Activated: TIME ECLIPSE: Curses an enemy target, reversing the ability cooldowns. Curse deals damage, equal to the the amount of current cooldowns."
		"DOTA_TOOLTIP_ABILITY_item_sacred_staff_null_Lore"					"Scepter of the time's foundamental, whose name you can not say out loud."
		"DOTA_TOOLTIP_ABILITY_item_sacred_staff_null_all"					"+$all"
		"DOTA_TOOLTIP_ABILITY_item_sacred_staff_null_bonus_damage"         "+$damage"
		"DOTA_TOOLTIP_ABILITY_item_sacred_staff_null_bonus_attack_speed"    "+$attack"
		"DOTA_TOOLTIP_ABILITY_item_sacred_staff_null_duration"       	   	"DURATION:"
		"DOTA_TOOLTIP_ABILITY_item_sacred_staff_null_damage"       	   		"%DAMAGE:"
		"DOTA_Tooltip_ability_item_lich_helmet"								"Ancient Cursed Helmet"
		"DOTA_Tooltip_ability_item_lich_helmet_Description"					"Activated: CURSED RAGE - Increases lifesteal by 50 percent. This is an Unique Attack modifier and will not be combined with other Unique Attack modifiers."
		"DOTA_Tooltip_ability_item_lich_helmet_Lore"						"Helmet of the Lich King, whose presence on the battlefield throws all his enemies in a terrible tremor."	
		"DOTA_Tooltip_ability_item_lich_helmet_damage"						"+$damage"
		"DOTA_Tooltip_ability_item_lich_helmet_bonus_attack_speed"			"+$attack"
		"DOTA_Tooltip_ability_item_lich_helmet_crit_bonus"					"%CRITICAL DAMAGE:"
		"DOTA_Tooltip_ability_item_lich_helmet_crit_chance"					"%CRIT CHANCE"
		"DOTA_Tooltip_ability_item_lich_helmet_lifesteal_percent"			"%LIFESTEAL:"
		"DOTA_Tooltip_ability_item_lich_helmet_unholy_duration"				"DURATION OF CURSED RAGE:"
		"DOTA_Tooltip_ability_item_lich_helmet_unholy_lifesteal_percent"	"%CURSED RAGE LIFESTEAL:"
		"DOTA_Tooltip_ability_item_enchanted_raspberries" 									"Enchanted Raspberries"
		"DOTA_Tooltip_ability_item_enchanted_raspberries_Description"						"Activated: BERRY - Restores %hp_restore% health and restores %mana_restore% mana."
		"DOTA_TOOLTIP_ABILITY_item_enchanted_raspberries_hp_restore"    					"HEAL:"
		"DOTA_TOOLTIP_ABILITY_item_enchanted_raspberries_mana_restore"   					"MANA RESTORE:"
		"DOTA_Tooltip_ability_item_enchanted_raspberries_Lore"					  		"Fresh, tasty raspberries. Now with 50% more magic!"
		"DOTA_Tooltip_ability_item_burning_fiend"									"Burning Fiend"
		"DOTA_Tooltip_ability_item_burning_fiend_Description"						"Aura: Deals damage in a radius of 700 per second. Damage depends on the target's maximum health and plus 25 permanent damage."	
		"DOTA_Tooltip_ability_item_burning_fiend_Lore"								"Divine sword surrounding the owner of the bright glow that turns to ashes all nearby enemies."
		"DOTA_Tooltip_ability_item_burning_fiend_bonus_damage"						"+$damage"		
		"DOTA_Tooltip_ability_item_burning_fiend_aura_damage"						"%DAMAGE IN SEC:"	
		"DOTA_Tooltip_ability_item_burning_fiend_all"								"+$all"
		"DOTA_Tooltip_ability_item_burning_fiend_radius"							"AURA RADIUS:"
		"DOTA_Tooltip_ability_item_enchanted_pineapple" 								"Enchanted Pineapple"
		"DOTA_Tooltip_ability_item_enchanted_pineapple_Description"						"Activated: Fresh Pineapple - Restores %hp_restore% health and applies spell immunity modifier for %duration% seconds."
		"DOTA_TOOLTIP_ABILITY_item_enchanted_pineapple_hp_restore"    					"HEAL:"
		"DOTA_TOOLTIP_ABILITY_item_enchanted_pineapple_duration"   						"DURATION:"
		"DOTA_Tooltip_ability_item_enchanted_pineapple_Lore"					  		"Fresh, tasty pineapple."
		"DOTA_TOOLTIP_ABILITY_item_sunshines_aromor" 						"Sunshines Armor"
		"DOTA_TOOLTIP_ABILITY_item_sunshines_aromor_Description" 			"Activated: BLESSING: Replenishes mana and health of all allied units around you. Fires off 3 waves with an interval of 1 second (200 damage, slows movement speed by 40% and attack speed by 60). Lasts 4 seconds.\nPassively heals 1% of health per second."
		"DOTA_TOOLTIP_ABILITY_item_sunshines_aromor_Lore"					"Sacred armor, a sprinkle of sun rays."
		"DOTA_TOOLTIP_ABILITY_item_sunshines_aromor_bonus_all_stats"		"+$all"
		"DOTA_TOOLTIP_ABILITY_item_sunshines_aromor_bonus_armor"        			"+$armor"
		"DOTA_TOOLTIP_ABILITY_item_sunshines_aromor_as"					    "+$attack"
		"DOTA_TOOLTIP_ABILITY_item_sunshines_aromor_radius"       	   		"RADIUS:"
		"DOTA_TOOLTIP_ABILITY_item_sunshines_aromor_hp_remove"       	  	"%HEAL AND MANA RESTORE:"
		"DOTA_TOOLTIP_ABILITY_item_blessed_halberd" 						"Blessed Halberd"
		"DOTA_TOOLTIP_ABILITY_item_blessed_halberd_Description" 			"Activated: CORRUPTION: Reduces enemy armor and prohibits to attack."
		"DOTA_TOOLTIP_ABILITY_item_blessed_halberd_Lore"					"That's what makes us stronger, and can kill."
		"DOTA_TOOLTIP_ABILITY_item_blessed_halberd_bonus_evasion"			"+$evasion"
		"DOTA_TOOLTIP_ABILITY_item_blessed_halberd_bonus_damage"        	"+$damage"
		"DOTA_TOOLTIP_ABILITY_item_blessed_halberd_bonus_strength"		    "+$str"
		"DOTA_TOOLTIP_ABILITY_item_blessed_halberd_curruption_perc"       	"ARMOR REDUCTION:"
		"DOTA_TOOLTIP_ABILITY_item_blessed_halberd_curruption_duration"     "REDUCTION DURATION:"
		"DOTA_TOOLTIP_ABILITY_item_boots_of_protection" 						"Boots Of Protection"
		"DOTA_TOOLTIP_ABILITY_item_boots_of_protection_Description" 			"Passive: Protection - If no one attacks the caster, it regenerates the 3 percent of owner's total health per second."
		"DOTA_TOOLTIP_ABILITY_item_boots_of_protection_Lore"					"While they increase the longevity of the wearer, this boot is not particularly reliable."
		"DOTA_TOOLTIP_ABILITY_item_boots_of_protection_bonus_movement_speed"	"+$move_speed"
		"DOTA_TOOLTIP_ABILITY_item_boots_of_protection_bonus_armor"        		"+$armor"
		"DOTA_TOOLTIP_ABILITY_item_boots_of_protection_heal"		 	        "%HEAL:"
		"DOTA_TOOLTIP_ABILITY_item_high_frequency_blade" 							"High-frequency blade"
		"DOTA_TOOLTIP_ABILITY_item_high_frequency_blade_Description" 				"Passive: Echo Strike - If the item is off cooldown, causes attacks to attack twice in quick succession, and with the critical damage."
		"DOTA_TOOLTIP_ABILITY_item_high_frequency_blade_Lore"						"Unstable blade of long-forgotten gods."
		"DOTA_TOOLTIP_ABILITY_item_high_frequency_blade_bonus_attack_speed"			"+$attack"
		"DOTA_TOOLTIP_ABILITY_item_high_frequency_blade_bonus_damage"        		"+$damage"
		"DOTA_TOOLTIP_ABILITY_item_high_frequency_blade_bonus_all_stats"		    "+$all"
		"DOTA_TOOLTIP_ABILITY_item_high_frequency_blade_bonus_mana_regen"		    "%+$mana_regen"
		"DOTA_TOOLTIP_ABILITY_item_high_frequency_blade_crit_chance"    			"%CRIT CHANCE:"
		"DOTA_TOOLTIP_ABILITY_item_high_frequency_blade_crit_damage"   			    "%CRITICAL DAMAGE:"
		"DOTA_TOOLTIP_ABILITY_item_vibranium_sword" 							"Vibranium Sword"
		"DOTA_TOOLTIP_ABILITY_item_vibranium_sword_Description" 				"Activated: Bloodhunger - Silences the target, increases damage taken and each hit on the target will be critical. \nPassive: Rupture - 15% chance to cast rupture on each attack. Lasts 5 seconds."
		"DOTA_TOOLTIP_ABILITY_item_vibranium_sword_Lore"						"Immortal blade capable to cut anything."
		"DOTA_TOOLTIP_ABILITY_item_vibranium_sword_bonus_attack_speed"			"+$attack"
		"DOTA_TOOLTIP_ABILITY_item_vibranium_sword_bonus_damage"        		"+$damage"
		"DOTA_TOOLTIP_ABILITY_item_vibranium_sword_bonus_all_stats"		  	    "+$all"
		"DOTA_TOOLTIP_ABILITY_item_vibranium_sword_bonus_mana_regen"		    "%+$mana_regen"
		"DOTA_TOOLTIP_ABILITY_item_vibranium_sword_crit_chance"    				"%CRIT CHANCE:"
		"DOTA_TOOLTIP_ABILITY_item_vibranium_sword_crit_multiplier"   			"%CRITICAL DAMAGE:"
		"DOTA_TOOLTIP_ABILITY_item_vibranium_sword_silence_damage_percent"		"%DAMAGE AMP ON TARGET:"
		"DOTA_TOOLTIP_ABILITY_item_vibranium_sword_silence_duration"		    "Bloodhunger DURATION:"
		"DOTA_TOOLTIP_ABILITY_item_vibranium_sword_target_crit_multiplier"	    "%CRITICAL DAMAGE ON TARGET:"
		"DOTA_TOOLTIP_ABILITY_item_vibranium_sword_rupture_duration"		    "Rupture DURATION:"
		"DOTA_TOOLTIP_ABILITY_item_echoe_shield" 							"Echo Shield"
		"DOTA_TOOLTIP_ABILITY_item_echoe_shield_Description" 				"Activated: Echo Sphere - All damage is reflected to the attacker in the form of pure damage. It does not work if there is a Ruby Sphere of Exile on the attacker. \nPassive: 10% chance you will block any type of damage, apart from health removal. Returns double amount of damage."
		"DOTA_TOOLTIP_ABILITY_item_echoe_shield_Lore"						"Shield of gods, lost during the war of the ancients."
		"DOTA_TOOLTIP_ABILITY_item_echoe_shield_bonus_armor"				"+$armor"
		"DOTA_TOOLTIP_ABILITY_item_echoe_shield_bonus_damage"        		"+$damage"
		"DOTA_TOOLTIP_ABILITY_item_echoe_shield_bonus_intellect"		    "+$int"
		"DOTA_TOOLTIP_ABILITY_item_echoe_shield_cast_range_bonus"		    "+$cast_range"
		"DOTA_TOOLTIP_ABILITY_item_echoe_shield_spell_amp"		   		    "%+$spell_amp"
		"DOTA_TOOLTIP_ABILITY_item_echoe_shield_bonus_mana"		    		"+$mana"
		"DOTA_TOOLTIP_ABILITY_item_echoe_shield_bonus_health_regen"		    "+$hp_regen"
		"DOTA_TOOLTIP_ABILITY_item_echoe_shield_block_chance"		   	    "%BLOCK CHANCE"
		"DOTA_TOOLTIP_ABILITY_item_echoe_shield_echoe_shield_duration"    	"Echo Shield DURATION:"
		"DOTA_TOOLTIP_ABILITY_item_death_scyche" 							"Death Scyche"
		"DOTA_TOOLTIP_ABILITY_item_death_scyche_Description" 				"Activated: Death Rift - Caster becomes ethereal and can not receive Physical damage, but can still attack. Regenerates 150 health per second. \nPassive: Cold Attack - Your attacks will slow the movement speed and attack speed of targets."
		"DOTA_TOOLTIP_ABILITY_item_death_scyche_Lore"						"A wicked weapon, used in torturing political criminals."
		"DOTA_TOOLTIP_ABILITY_item_death_scyche_bonus_health"				"+$health"
		"DOTA_TOOLTIP_ABILITY_item_death_scyche_bonus_damage"        		"+$damage"
		"DOTA_TOOLTIP_ABILITY_item_death_scyche_bonus_all_stats"		    "+$all"
		"DOTA_TOOLTIP_ABILITY_item_death_scyche_bonus_mana"		 		    "+$mana"
		"DOTA_TOOLTIP_ABILITY_item_death_scyche_cold_movement_speed"		"MOVESPEED SLOWS:"
		"DOTA_TOOLTIP_ABILITY_item_death_scyche_cold_attack_speed"		    "ATTACK SPEED SLOWS:"
		"DOTA_TOOLTIP_ABILITY_item_death_scyche_active_effect_duration"    	"Death Rift DURATION:"
		"DOTA_Tooltip_ability_item_heart_of_abyss"										"Heart of Abyss"
		"DOTA_Tooltip_ability_item_heart_of_abyss_Description"							"Activated: Reset Cooldowns - Resets the cooldowns of all basic abilities. Restores full mana  \n\nPassive: HEART REGEN - Restores a percentage of max mana per second."
		"DOTA_Tooltip_ability_item_heart_of_abyss_Lore"									"Heart from abyss, containing infinite knowledge."	
		"DOTA_Tooltip_ability_item_heart_of_abyss_bonus_all_stats"						"+$all"
		"DOTA_Tooltip_ability_item_heart_of_abyss_bonus_health_regen"					"+$hp_regen"
		"DOTA_Tooltip_ability_item_heart_of_abyss_mana_regen"							"%MANA REGEN IN SEC:"
		"DOTA_Tooltip_ability_item_soul_urn"                                              "Soul Medallion"
		"DOTA_Tooltip_ability_item_soul_urn_Description"                                  "Passive - SPELL CRIT: Allows abilities to deal critical strikes.Types of damage that can crit: <font color=\"#A020F0\"> MAGICAL</font>, <font color=\"#FF0000\"> PURE</font>, <font color=\"#FFFF00\"> MENTHAL</font> and <font color=\"#70EA72\">HP REMOVAL</font>."
		"DOTA_Tooltip_ability_item_soul_urn_bonus_all_stats"                              "+$all"
		"DOTA_Tooltip_ability_item_soul_urn_bonus_armor"                                  "+$armor"
		"DOTA_Tooltip_ability_item_soul_urn_bonus_health_regen"                           "+$hp_regen"
		"DOTA_Tooltip_ability_item_soul_urn_bonus_mana_regen"                             "+$mana_regen"
		"DOTA_Tooltip_ability_item_soul_urn_critical_strike"                              "%+$magical_crit"
		"DOTA_Tooltip_ability_item_soul_urn_critical_chance"                              "%CRITICAL CHANCE:"
		"DOTA_Tooltip_ability_item_ethernal_dagon_scepter"							"Infinity Dagon Scepter"
		"DOTA_Tooltip_ability_item_ethernal_dagon_scepter_Description"				"Active: Energy Burst - Emits a powerful burst of magical damage upon a targeted enemy unit. Damage depends on all of the caster's attributes.\nPassive: Ultimate Upgrade - Upgrades the ultimate, and some abilities, of certain heroes. \nFunctions as an Aghanims Scepter."
		"DOTA_Tooltip_ability_item_ethernal_dagon_scepter_Lore"						"A lesser wand that grows in power the longer it is used, it brings magic to the fingertips of the user."
		"DOTA_Tooltip_ability_item_ethernal_dagon_scepter_spell_amp_bonus"			"%+$total_damage"
		"DOTA_Tooltip_ability_item_ethernal_dagon_scepter_cooldown_reduction_bonus"	"%+$cooldown_reduce"
		"DOTA_Tooltip_ability_item_ethernal_dagon_scepter_bonus_all_stats"			"+$all"
		"DOTA_Tooltip_ability_item_ethernal_dagon_scepter_tooltip_damage"			"BURST DAMAGE:"
		"DOTA_Tooltip_ability_item_ethernal_dagon_scepter_blast_stats_multiplier"	"ATTRIBUTE MULTIPLIER:"
		"DOTA_Tooltip_ability_item_ethernal_dagon_scepter_magical_vampirism"		"%MAGICAL VAMPIRISM:"
		"DOTA_TOOLTIP_ABILITY_item_effulgent_sword" 								"Effulgent Sword"
		"DOTA_TOOLTIP_ABILITY_item_effulgent_sword_Description" 					"Activated: Bloodhunger - The target is silenced, takes additional damage and misses his attacks."
		"DOTA_TOOLTIP_ABILITY_item_effulgent_sword_Lore"							"Shining Sword of Azura."
		"DOTA_TOOLTIP_ABILITY_item_effulgent_sword_bonus_attack_speed"				"+$attack"
		"DOTA_TOOLTIP_ABILITY_item_effulgent_sword_bonus_damage"        			"+$damage"
		"DOTA_TOOLTIP_ABILITY_item_effulgent_sword_bonus_all_stats"		  	  	    "+$all"
		"DOTA_TOOLTIP_ABILITY_item_effulgent_sword_bonus_evasion"		  	  		"%+$evasion"
		"DOTA_TOOLTIP_ABILITY_item_effulgent_sword_duration"		   		  	    "Bloodhunger DURATION:"
		"DOTA_Tooltip_ability_item_demonic_claws"							"Demonic Claws"
		"DOTA_Tooltip_ability_item_demonic_claws_Description"				"Passive: Increases spell cast range by %cast_range_bonus% and spell damage output by %spell_amp%%%"
		"DOTA_Tooltip_ability_item_demonic_claws_bonus_mana"				"+$mana"
		"DOTA_Tooltip_ability_item_demonic_claws_bonus_health_regen"		"+$hp_regen"
		"DOTA_Tooltip_ability_item_demonic_claws_cast_range_bonus"			"+$cast_range"
		"DOTA_Tooltip_ability_item_demonic_claws_spell_amp"					"%+$spell_amp"
		"DOTA_Tooltip_ability_item_demonic_claws_Lore"						"Magic Glove, someone might recognize the gods themselves!"
		"DOTA_Tooltip_ability_item_gungner"                                               "Gungnir"
		"DOTA_Tooltip_ability_item_gungner_Description"                                   "Activated - ENERGY BLAST: Fires a lightningbolt, dealing damage and stunning the enemy."
		"DOTA_Tooltip_ability_item_gungner_Lore"                                  		  "The spear of Odin, one of the most powerful artifacts in the universe."
		"DOTA_Tooltip_ability_item_gungner_bonus_damage"                                  "+$damage"
		"DOTA_Tooltip_ability_item_gungner_bonus_attack_speed"                            "+$attack"
		"DOTA_Tooltip_ability_item_gungner_bonus_all_stats"                               "+$all"
		"DOTA_Tooltip_ability_item_gungner_bonus_attack_range"                            "+$attack_range"
		"DOTA_Tooltip_ability_item_gungner_ability_damage"                                "Energy Blast DAMAGE:"
		"DOTA_Tooltip_ability_item_gungner_ability_stun_duration"                         "Energy Blast STUN DURATION:"
		"DOTA_Tooltip_ability_item_cursed_raindrop"                                       "Cursed Raindrop"
		"DOTA_Tooltip_ability_item_cursed_raindrop_Description"                           "Passive - Blocks 150 magic damage, if the cooldown is ready. Can stack."
		"DOTA_Tooltip_ability_item_cursed_raindrop_damage_block"                          "DAMAGE BLOCK:"
		"DOTA_Tooltip_ability_item_ghost_sabre"                                           "Ghost Sabre"
		"DOTA_Tooltip_ability_item_ghost_sabre_Description"                               "Activated - MENTHAL BLAST: Launches a projectile which converts the target to ethereal form, increasing any incoming magic damage they take, while rendering them immune to physical damage and unable to attack. Before the enemy get a ghostly shape caster transferred to the enemy and hits him without delay."
		"DOTA_Tooltip_ability_item_ghost_sabre_Lore"									  "A flickering blade of a ghastly nature, it is capable of dealing damage in both magical and physical planes."
		"DOTA_Tooltip_ability_item_ghost_sabre_bonus_all_stats"                           "+$all"
		"DOTA_Tooltip_ability_item_ghost_sabre_bonus_movement_speed"                      "+$move_speed"
		"DOTA_Tooltip_ability_item_ghost_sabre_bonus_attack_speed"                        "+$attack"
		"DOTA_Tooltip_ability_item_ghost_sabre_blast_movement_slow"                       "%BLAST MOVEMENT SLOW:"
		"DOTA_Tooltip_ability_item_ghost_sabre_duration"                                  "DURATION:"
		"DOTA_Tooltip_ability_item_ghost_sabre_blast_stats_multiplier"                    "BLAST STATS MULTIPLIER:"
		"DOTA_Tooltip_ability_item_absolute_staff"                                             "Absolute Staff"
		"DOTA_Tooltip_ability_item_absolute_staff_Description"                                 "Activated - OVERFLOW: Increases attack speed to the limit and gives 100% evasion.\nPassive: TIME LOCK - Has a chance to stop the time for an enemy unit each attack, stunning him."
		"DOTA_Tooltip_ability_item_absolute_staff_Lore"                                		   "A fragment of primeval power"
		"DOTA_Tooltip_ability_item_absolute_staff_bonus_all_stats"                             "+$all"
		"DOTA_Tooltip_ability_item_absolute_staff_bonus_armor"                                 "+$armor"
		"DOTA_Tooltip_ability_item_absolute_staff_bonus_evasion"                               "+$evasion"
		"DOTA_Tooltip_ability_item_absolute_staff_bonus_damage"                                "+$damage"
		"DOTA_Tooltip_ability_item_absolute_staff_bonus_speed"                                 "+$attack"
		"DOTA_Tooltip_ability_item_absolute_staff_overfloat_duration"                          "OVERFLOAT DURATION:"
